Time,Head X,Head Y,Head Z,Neck X,Neck Y,Neck Z,SpineShoulder X,SpineShoulder Y,SpineShoulder Z,SpineMid X,SpineMid Y,SpineMid Z,SpineBase X,SpineBase Y,SpineBase Z,RightShoulder X,RightShoulder Y,RightShoulder Z,LeftShoulder X,LeftShoulder Y,LeftShoulder Z,RightElbow X,RightElbow Y,RightElbow Z,LeftElbow X,LeftElbow Y,LeftElbow Z,RightWrist X,RightWrist Y,RightWrist Z,LeftWrist X,LeftWrist Y,LeftWrist Z,RightHand X,RightHand Y,RightHand Z,LeftHand X,LeftHand Y,LeftHand Z,RightThumb X,RightThumb Y,RightThumb Z,LeftThumb X,LeftThumb Y,LeftThumb Z,RightHandTip X,RightHandTip Y,RightHandTip Z,LeftHandTip X,LeftHandTip Y,LeftHandTip Z,RightHip X,RightHip Y,RightHip Z,LeftHip X,LeftHip Y,LeftHip Z,RightKnee X,RightKnee Y,RightKnee Z,LeftKnee X,LeftKnee Y,LeftKnee Z,RightAnkle X,RightAnkle Y,RightAnkle Z,LeftAnkle X,LeftAnkle Y,LeftAnkle Z,RightFoot X,RightFoot Y,RightFoot Z,LeftFoot X,LeftFoot Y,LeftFoot Z
3.722212,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.733323,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.744434,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.755545,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.766656,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.777767,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.788878,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.799989,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.8111,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.822211,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.833322,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.844433,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.855544,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.866655,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.877766,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.888877,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.899988,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.911099,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.92221,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.933321,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.944432,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.955544,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.966655,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.977766,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
3.988877,0.0001644269,-0.02438337,-0.1517311,0.0002539679,-0.03766274,-0.1526739,0.0003298819,-0.04788816,-0.1534365,0.0003918856,-0.05811584,-0.154126,0.0003837645,-0.06836665,-0.1540514,0.0119792,-0.0340392,-0.1439902,-0.01379127,-0.03386521,-0.1488889,0.01007017,-0.02861464,-0.1210437,-0.01166328,-0.02863985,-0.1259154,0.008161135,-0.02319008,-0.09809715,-0.009535283,-0.02341443,-0.1029419,0.01032951,-0.02350998,-0.1078696,-0.01170368,-0.02373433,-0.1127144,0.01089813,-0.02217442,-0.1022475,-0.01227229,-0.02239877,-0.1070923,0.008196108,-0.02369678,-0.1086474,-0.009570263,-0.02392113,-0.1134922,-0.009228073,-0.08739316,-0.1514073,0.009228073,-0.08695841,-0.1479265,-0.007058576,-0.06694877,-0.1158118,0.007017806,-0.06623399,-0.1124958,-0.004947215,-0.04705232,-0.0811702,0.004866779,-0.04606497,-0.07801464,-0.004178345,-0.03980678,-0.068555,0.004083447,-0.03872019,-0.06545788
